account_id,tenure_days,is_trial,industry_risk_score,error_rate,usage_trend_30j,nb_tickets_urgents,avg_resolution_time,satisfaction_score_moyen,downgrade_flag,auto_renew_flag
A-fabe19,485,False,0.1,0.04747774480712166,0.0,2.0,40.666666666666664,4.0,0,1
A-adc1f3,583,False,0.4,0.07784431137724551,0.0,1.0,47.333333333333336,3.6666666666666665,0,1
A-503d5a,872,False,0.2,0.05289256198347107,0.0,1.0,36.55555555555556,4.0,1,1
A-fd7ad3,495,False,0.4,0.07407407407407407,0.0,2.0,48.75,4.125,0,1
A-186a44,947,False,0.3,0.04071661237785016,0.0,1.0,38.285714285714285,3.7142857142857144,1,1
A-e888d1,1079,False,0.4,0.06521739130434782,0.0,2.0,43.0,4.0,0,1
A-69fad4,1070,False,0.2,0.05825242718446602,0.0,1.0,43.0,3.75,0,1
A-9289f6,1015,False,0.5,0.059190031152647975,0.0,0.0,37.5,4.166666666666667,0,1
A-f19409,1091,False,0.1,0.04704097116843703,0.0,1.0,6.333333333333333,4.0,0,1
A-22f2df,452,False,0.1,0.039627039627039624,0.0,2.0,44.8,4.2,1,1
A-039727,494,False,0.5,0.041666666666666664,0.0,0.0,0.0,0.0,1,1
A-2e3bad,941,False,0.2,0.059770114942528735,0.0,0.0,31.4,3.8,0,1
A-484819,1114,False,0.3,0.05952380952380952,0.0,2.0,33.2,4.2,0,1
A-425e76,1029,False,0.1,0.0547945205479452,0.0,0.0,48.2,3.6,0,1
A-e83938,841,True,0.1,0.06766917293233082,0.0,0.0,31.0,3.75,0,1
A-ad296b,604,False,0.1,0.04081632653061224,0.0,2.0,28.333333333333332,3.6666666666666665,0,1
A-e51ec7,900,False,0.2,0.04316546762589928,0.0,0.0,37.0,4.333333333333333,1,1
A-0aaf6e,669,False,0.2,0.0651085141903172,0.0,0.0,45.0,4.0,0,1
A-e61e98,873,False,0.2,0.04743833017077799,0.0,1.0,30.333333333333332,4.5,0,1
A-92a333,1083,False,0.2,0.08241758241758242,0.0,0.0,23.25,4.0,1,1
A-95b24a,1009,False,0.2,0.05564648117839607,0.0,1.0,21.2,4.2,1,1
A-42e5e1,610,False,0.1,0.09975669099756691,0.0,0.0,29.0,4.0,1,1
A-7d514c,767,False,0.3,0.05976095617529881,0.0,1.0,33.333333333333336,4.333333333333333,0,1
A-65aeb5,776,False,0.1,0.075046904315197,0.0,0.0,42.5,4.5,1,1
A-e2cd1b,766,False,0.1,0.03870967741935484,0.0,2.0,37.8,4.0,0,1
A-180abf,940,False,0.1,0.056112224448897796,0.0,0.0,36.333333333333336,3.6666666666666665,0,1
A-f17767,1136,True,0.1,0.05329593267882188,0.0,1.0,36.333333333333336,4.0,1,1
A-5a184f,996,False,0.1,0.049403747870528106,0.0,0.0,15.333333333333334,4.333333333333333,1,1
A-7df7a7,1138,False,0.1,0.0509761388286334,0.0,1.0,28.0,4.0,1,1
A-1ac5e0,507,False,0.1,0.05555555555555555,0.0,0.0,40.42857142857143,3.857142857142857,0,1
A-52dd88,1114,False,0.4,0.06395348837209303,0.0,0.0,72.0,4.0,0,1
A-bece89,831,False,0.4,0.07386363636363637,0.0,2.0,32.5,4.0,0,1
A-029f69,734,False,0.4,0.053231939163498096,0.0,1.0,42.0,3.5,0,1
A-5c046d,613,False,0.5,0.04842105263157895,0.0,0.0,13.0,3.0,0,1
A-fb186e,500,False,0.5,0.033816425120772944,0.0,2.0,26.166666666666668,3.8333333333333335,0,1
A-ae052e,912,False,0.2,0.04,0.0,2.0,31.25,4.0,1,1
A-9f9299,921,True,0.2,0.06506024096385542,0.0,1.0,36.2,4.2,0,1
A-96e141,942,False,0.1,0.05491329479768786,0.0,1.0,32.8,4.2,0,1
A-117171,545,False,0.3,0.052884615384615384,0.0,1.0,32.5,3.8333333333333335,1,1
A-313be3,847,True,0.5,0.07142857142857142,0.0,3.0,22.5,4.25,0,1
A-671f31,472,False,0.1,0.09580838323353294,0.0,3.0,33.0,4.142857142857143,1,1
A-bbc346,559,False,0.2,0.05692307692307692,0.0,1.0,45.333333333333336,4.333333333333333,1,1
A-c16101,551,False,0.5,0.05169340463458111,0.0,1.0,28.0,4.25,1,1
A-50f3f7,810,False,0.3,0.06569343065693431,0.0,1.0,37.833333333333336,4.5,1,1
A-7da956,647,True,0.4,0.06445672191528545,0.0,1.0,32.666666666666664,4.333333333333333,1,1
A-019782,1057,False,0.1,0.05338078291814947,0.0,2.0,10.0,3.5,0,1
A-df10db,1009,True,0.1,0.05738880918220947,0.0,0.0,68.5,3.0,0,1
A-3932db,889,True,0.3,0.06451612903225806,0.0,2.0,41.0,4.166666666666667,1,1
A-4f18f0,689,True,0.1,0.04595588235294118,0.0,1.0,39.2,4.0,1,1
A-4c6f11,835,True,0.2,0.014925373134328358,0.0,2.0,44.666666666666664,4.333333333333333,1,1
A-8ae05d,704,False,0.2,0.04926108374384237,0.0,0.0,47.0,4.0,0,1
A-b78bf8,481,False,0.1,0.026128266033254157,0.0,3.0,24.2,4.2,1,1
A-eafc6e,979,False,0.1,0.05,0.0,0.0,64.0,4.0,0,1
A-37f969,879,False,0.3,0.04487179487179487,0.0,1.0,22.2,3.8,0,1
A-10b8f2,1155,True,0.3,0.04107142857142857,0.0,1.0,46.333333333333336,4.333333333333333,0,1
A-439b2f,749,False,0.1,0.029239766081871343,0.0,2.0,18.333333333333332,4.0,0,1
A-544d0a,678,True,0.1,0.043137254901960784,0.0,1.0,38.5,4.0,1,1
A-ba6516,864,False,0.2,0.04984423676012461,0.0,1.0,31.5,4.0,1,1
A-712426,486,False,0.3,0.04454022988505747,0.0,1.0,37.333333333333336,4.333333333333333,0,1
A-038089,813,False,0.1,0.07142857142857142,0.0,1.0,30.166666666666668,3.8333333333333335,0,1
A-afa505,805,True,0.1,0.055226824457593686,0.0,2.0,37.25,3.5,1,1
A-d5a319,1042,False,0.2,0.07119205298013245,0.0,0.0,17.0,4.0,1,1
A-f97b9a,976,False,0.2,0.058823529411764705,0.0,1.0,31.714285714285715,3.857142857142857,0,1
A-2f6a32,562,False,0.3,0.07033639143730887,0.0,0.0,41.0,3.5,0,1
A-856b1e,862,False,0.2,0.10434782608695652,0.0,0.0,36.0,4.0,0,1
A-17939a,440,False,0.3,0.09772727272727273,0.0,3.0,38.0,4.285714285714286,0,1
A-d27f50,599,False,0.4,0.06444906444906445,0.0,1.0,37.5,3.75,0,1
A-e36807,663,False,0.5,0.06053811659192825,0.0,0.0,41.0,4.5,0,1
A-ff79f2,685,False,0.1,0.030534351145038167,0.0,0.0,50.0,4.0,0,1
A-5b1bcd,907,False,0.1,0.06214039125431531,0.0,3.0,43.25,4.25,0,1
A-71615e,662,False,0.5,0.06612903225806452,0.0,0.0,49.0,4.0,0,1
A-794a0b,1013,False,0.3,0.0893371757925072,0.0,0.0,0.0,0.0,0,1
A-86902e,1044,False,0.3,0.05732484076433121,0.0,3.0,40.888888888888886,3.7777777777777777,0,1
A-0532a9,532,False,0.2,0.057803468208092484,0.0,0.0,30.75,3.875,1,1
A-9779ad,712,True,0.4,0.06053268765133172,0.0,1.0,20.666666666666668,4.333333333333333,0,1
A-f45426,583,False,0.3,0.07852564102564102,0.0,2.0,17.0,4.0,1,1
A-c1e51e,525,False,0.2,0.0694980694980695,0.0,4.0,40.0,3.2,1,1
A-fa3095,920,False,0.2,0.07,0.0,1.0,49.2,4.4,0,1
A-ad64c6,747,False,0.1,0.08372093023255814,0.0,0.0,34.0,4.25,0,1
A-39b19f,1132,False,0.2,0.06981132075471698,0.0,0.0,47.833333333333336,4.166666666666667,1,1
A-56962b,701,False,0.5,0.09225092250922509,0.0,0.0,37.5,3.75,0,1
A-e60f9d,562,False,0.2,0.03815580286168521,0.0,2.0,70.5,4.0,1,1
A-88c6ca,502,False,0.2,0.042600896860986545,0.0,1.0,56.0,4.0,0,1
A-158f4e,1104,False,0.2,0.0640176600441501,0.0,1.0,27.6,4.2,0,1
A-5b051a,583,False,0.4,0.09941520467836257,0.0,1.0,2.0,3.0,0,1
A-296d7c,854,False,0.1,0.05042016806722689,0.0,2.0,50.4,3.8,0,1
A-1619f8,660,False,0.1,0.06018518518518518,0.0,1.0,42.0,4.333333333333333,0,1
A-a1b80b,835,False,0.3,0.06408544726301736,0.0,1.0,41.0,4.0,1,1
A-139c3b,475,True,0.3,0.03347280334728033,0.0,3.0,28.444444444444443,4.222222222222222,0,1
A-702032,890,False,0.3,0.05263157894736842,0.0,0.0,26.0,3.5,0,1
A-7a0d69,634,True,0.1,0.05115511551155116,0.0,1.0,29.0,4.5,0,1
A-22d9d2,719,False,0.1,0.054987212276214836,0.0,3.0,16.0,4.0,1,1
A-b9eed8,747,False,0.4,0.08828250401284109,0.0,1.0,29.2,3.8,1,1
A-dfbd31,828,False,0.1,0.03171953255425709,0.0,0.0,29.666666666666668,4.166666666666667,1,1
A-8e47ca,755,False,0.3,0.07936507936507936,0.0,0.0,33.4,4.0,0,1
A-4437e4,907,False,0.4,0.05334987593052109,0.0,1.0,34.666666666666664,3.6666666666666665,1,1
A-779e4e,1164,False,0.3,0.05089058524173028,0.0,4.0,26.6,4.0,1,1
A-53f4e3,635,False,0.4,0.10975609756097561,0.0,3.0,28.6,4.0,0,1
A-692f18,713,True,0.5,0.06314580941446613,0.0,0.0,37.5,4.5,1,1
A-13466a,871,False,0.1,0.06829268292682927,0.0,0.0,32.333333333333336,4.333333333333333,0,1
A-1986ca,1136,False,0.3,0.06353591160220995,0.0,3.0,36.57142857142857,3.5714285714285716,0,1
A-0cc442,601,False,0.5,0.05359477124183006,0.0,1.0,37.0,3.6666666666666665,1,1
A-c608c8,1049,False,0.1,0.060674157303370786,0.0,0.0,59.0,3.5,1,1
A-3be56b,867,False,0.3,0.0625,0.0,0.0,40.25,3.5,1,1
A-354f12,682,True,0.2,0.0189873417721519,0.0,0.0,56.5,4.0,1,1
A-68f37c,970,False,0.3,0.0641025641025641,0.0,1.0,20.2,4.0,0,1
A-aa9511,883,True,0.1,0.056,0.0,1.0,56.5,4.0,1,1
A-af0cd2,1163,True,0.4,0.048034934497816595,0.0,1.0,54.333333333333336,4.0,0,1
A-bd4513,490,True,0.1,0.0670611439842209,0.0,0.0,42.0,4.666666666666667,0,1
A-c222ab,670,False,0.4,0.07586206896551724,0.0,2.0,39.0,4.25,0,1
A-34d880,699,False,0.4,0.08438818565400844,0.0,1.0,52.2,3.0,0,1
A-508199,773,False,0.2,0.06493506493506493,0.0,1.0,50.666666666666664,3.6666666666666665,0,1
A-f03140,840,True,0.1,0.03697478991596639,0.0,2.0,36.0,3.857142857142857,1,1
A-410e86,486,False,0.2,0.07191780821917808,0.0,0.0,42.6,3.8,0,1
A-fa2041,651,True,0.3,0.06159420289855073,0.0,0.0,16.0,3.0,0,1
A-de58ca,1063,False,0.3,0.06534653465346535,0.0,0.0,30.6,3.6,0,1
A-05d3b3,1018,True,0.1,0.03426791277258567,0.0,2.0,31.5,4.166666666666667,0,1
A-249769,685,False,0.4,0.04424778761061947,0.0,0.0,39.5,4.0,0,1
A-e43bf7,1083,False,0.4,0.09433962264150944,0.0,2.0,27.4,4.0,0,1
A-eb2fdc,841,False,0.1,0.031078610603290677,0.0,0.0,33.6,4.4,0,1
A-e1462e,1095,False,0.2,0.06340057636887608,0.0,1.0,39.5,3.5,1,1
A-cab532,1073,True,0.1,0.046766169154228855,0.0,0.0,32.0,4.0,1,1
A-9123ac,995,False,0.4,0.06217616580310881,0.0,2.0,38.833333333333336,4.166666666666667,1,1
A-6e08f3,1108,False,0.4,0.042682926829268296,0.0,1.0,36.5,3.5,1,1
A-d922bf,915,True,0.3,0.045346062052505964,0.0,0.0,39.142857142857146,3.7142857142857144,0,1
A-8ed5dd,986,False,0.5,0.08256880733944955,0.0,1.0,29.0,3.8333333333333335,1,1
A-7c6b6b,466,False,0.2,0.07717041800643087,0.0,0.0,52.2,4.2,0,1
A-3c1a3f,928,False,0.1,0.04426559356136821,0.0,0.0,33.25,3.75,1,1
A-b48f73,483,True,0.5,0.055825242718446605,0.0,0.0,28.666666666666668,4.0,0,1
A-76fa4d,472,False,0.3,0.058823529411764705,0.0,1.0,33.4,4.4,0,1
A-b2af2e,564,False,0.4,0.06321839080459771,0.0,0.0,39.5,4.0,1,1
A-9bfc9f,909,False,0.1,0.047872340425531915,0.0,1.0,35.333333333333336,3.6666666666666665,1,1
A-4ae22a,671,False,0.5,0.08401084010840108,0.0,1.0,14.333333333333334,3.6666666666666665,0,1
A-fda07f,577,False,0.4,0.05726872246696035,0.0,1.0,17.8,4.0,1,1
A-de24d5,491,True,0.1,0.0521415270018622,0.0,1.0,43.142857142857146,3.7142857142857144,0,1
A-977ca0,1115,False,0.3,0.051511758118701005,0.0,1.0,64.0,4.0,0,1
A-ab438f,544,False,0.4,0.032520325203252036,0.0,2.0,33.5,3.5,0,1
A-e89151,909,True,0.2,0.048252911813643926,0.0,0.0,41.5,4.5,0,1
A-40906c,714,False,0.5,0.04671532846715328,0.0,1.0,29.2,3.8,0,1
A-81edc3,863,False,0.4,0.05359477124183006,0.0,0.0,52.666666666666664,4.0,0,1
A-328bd0,1030,False,0.3,0.08626760563380281,0.0,0.0,46.0,3.8,1,1
A-b3fe05,652,False,0.4,0.0410958904109589,0.0,2.0,48.25,3.5,0,1
A-09540c,863,True,0.4,0.05387205387205387,0.0,0.0,28.0,4.5,1,1
A-e693b6,1021,False,0.2,0.03671071953010279,0.0,1.0,1.0,3.0,0,1
A-2446e3,791,False,0.5,0.06451612903225806,0.0,1.0,28.666666666666668,4.0,1,1
A-241e75,616,False,0.5,0.07518796992481203,0.0,0.0,31.5,4.25,1,1
A-922109,775,False,0.4,0.04151404151404151,0.0,0.0,25.333333333333332,3.6666666666666665,0,1
A-ff3c73,1140,False,0.3,0.056372549019607844,0.0,1.0,35.5,3.5,0,1
A-8b0451,541,False,0.2,0.07425742574257425,0.0,4.0,26.571428571428573,3.7142857142857144,0,1
A-331424,856,False,0.1,0.04205607476635514,0.0,0.0,24.5,4.0,0,1
A-51ec1b,854,False,0.1,0.04240282685512368,0.0,0.0,52.333333333333336,4.666666666666667,1,1
A-bcf664,1027,False,0.1,0.04869565217391304,0.0,2.0,36.0,4.0,0,1
A-90a8c8,564,False,0.2,0.04950495049504951,0.0,2.0,45.0,3.25,0,1
A-86cdb4,535,False,0.1,0.04878048780487805,0.0,2.0,26.4,4.2,0,1
A-4bfa33,459,True,0.4,0.05167173252279635,0.0,1.0,16.5,3.75,0,1
A-dbc825,794,False,0.5,0.07945205479452055,0.0,1.0,49.5,4.0,0,1
A-c70870,505,False,0.4,0.05389221556886228,0.0,0.0,35.6,4.0,1,1
A-7c4956,1040,False,0.1,0.08421052631578947,0.0,0.0,13.666666666666666,4.0,0,1
A-0651a4,511,False,0.3,0.0524822695035461,0.0,1.0,29.25,4.0,0,1
A-3ce5b8,916,False,0.2,0.05697445972495088,0.0,3.0,42.5,3.8,0,1
A-bd4708,598,True,0.2,0.045941807044410414,0.0,1.0,24.0,3.75,0,1
A-993085,1014,True,0.3,0.07518796992481203,0.0,0.0,46.5,3.75,1,1
A-92a3af,612,False,0.4,0.07703081232492998,0.0,0.0,57.5,4.0,1,1
A-151c9a,1139,False,0.2,0.03825136612021858,0.0,0.0,31.0,3.5,1,1
A-474ad4,834,False,0.5,0.0743801652892562,0.0,1.0,33.0,4.333333333333333,1,1
A-4ef964,734,False,0.3,0.06776180698151951,0.0,0.0,42.666666666666664,4.0,0,1
A-fd9422,706,False,0.4,0.046052631578947366,0.0,2.0,44.333333333333336,3.5,1,1
A-0baac2,650,False,0.2,0.04455445544554455,0.0,1.0,43.5,4.166666666666667,0,1
A-bb1486,491,False,0.3,0.08888888888888889,0.0,0.0,11.0,3.6666666666666665,1,1
A-560d27,675,False,0.1,0.06473594548551959,0.0,0.0,30.75,3.75,0,1
A-0b0d6d,436,False,0.1,0.08247422680412371,0.0,1.0,31.4,4.0,0,1
A-2789e3,543,False,0.2,0.0661764705882353,0.0,0.0,47.25,4.0,1,1
A-b07346,517,False,0.3,0.06748466257668712,0.0,1.0,42.333333333333336,3.6666666666666665,0,1
A-902ef7,554,False,0.3,0.057971014492753624,0.0,2.0,48.5,4.0,0,1
A-20736a,725,False,0.5,0.05116279069767442,0.0,1.0,42.25,3.75,1,1
A-e4bf56,499,False,0.3,0.029498525073746312,0.0,5.0,29.125,3.75,1,1
A-cea1f0,703,False,0.2,0.04778156996587031,0.0,2.0,42.2,4.2,1,1
A-ef84cf,740,False,0.5,0.03559870550161812,0.0,2.0,34.8,4.2,1,1
A-d49cc5,904,False,0.4,0.0779816513761468,0.0,2.0,32.0,4.25,0,1
A-67be94,1072,False,0.5,0.040865384615384616,0.0,1.0,38.6,4.0,0,1
A-4e960a,784,True,0.2,0.041015625,0.0,3.0,29.166666666666668,4.0,1,1
A-c37cab,590,False,0.4,0.05649717514124294,0.0,0.0,33.0,3.75,1,1
A-533452,484,False,0.1,0.07394957983193277,0.0,1.0,32.75,4.0,1,1
A-443b7c,551,False,0.4,0.04692556634304207,0.0,4.0,29.25,4.25,0,1
A-1f7acb,948,True,0.2,0.09215686274509804,0.0,1.0,41.714285714285715,4.285714285714286,1,1
A-f51f16,807,False,0.3,0.07291666666666667,0.0,2.0,29.25,3.5,0,1
A-5a3eb9,934,True,0.1,0.04709141274238227,0.0,1.0,24.0,4.0,1,1
A-5f2961,474,False,0.3,0.05459770114942529,0.0,0.0,53.0,4.0,0,1
A-417d2f,981,True,0.4,0.04293628808864266,0.0,2.0,43.5,4.166666666666667,0,1
A-e98302,806,True,0.5,0.06593406593406594,0.0,3.0,44.44444444444444,4.111111111111111,0,1
A-8bde0c,492,False,0.1,0.055627425614489,0.0,0.0,25.666666666666668,4.0,0,1
A-bcf87c,622,False,0.2,0.03777335984095427,0.0,0.0,63.0,4.0,1,1
A-54ecc2,1004,False,0.4,0.0642504118616145,0.0,0.0,37.4,4.4,1,1
A-625d0b,555,False,0.5,0.07183364839319471,0.0,2.0,48.4,3.8,0,1
A-fce879,533,True,0.5,0.046822742474916385,0.0,1.0,28.0,4.0,1,1
A-b07b56,488,False,0.1,0.061611374407582936,0.0,2.0,31.25,3.75,0,1
A-6da850,886,False,0.2,0.07563025210084033,0.0,1.0,49.0,4.0,1,1
A-342303,725,True,0.5,0.03546099290780142,0.0,0.0,29.333333333333332,4.333333333333333,0,1
A-e7a1e2,626,False,0.4,0.051209103840682786,0.0,0.0,45.0,4.0,0,1
A-f1f639,1109,False,0.5,0.07194244604316546,0.0,1.0,20.0,4.571428571428571,0,1
