account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,churn_flag,tenure_days,industry_risk_score,error_rate,usage_trend_30j,nb_tickets_urgents,avg_resolution_time,satisfaction_score_moyen,downgrade_flag,auto_renew_flag,is_trial
A-00cac8,Company_26,HealthTech,AU,2023-09-15,organic,Enterprise,8,False,908,0.3,0.0514950166112956,0.0,2.0,33.0,4.0,1,1,True
A-35083d,Company_27,HealthTech,IN,2023-04-28,partner,Basic,19,True,1048,0.3,0.0467762326169405,0.0,0.0,49.75,4.75,0,1,False
A-eb7fac,Company_28,DevTools,US,2023-10-28,organic,Enterprise,7,False,865,0.1,0.0817843866171003,0.0,2.0,34.0,4.0,0,1,False
A-b20d99,Company_29,HealthTech,IN,2023-09-27,other,Basic,20,False,896,0.3,0.0364741641337386,0.0,0.0,61.5,3.5,0,1,False
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,525,0.4,0.0425925925925925,0.0,1.0,24.8,4.0,1,1,False
A-45ce7a,Company_31,FinTech,US,2023-07-23,ads,Enterprise,16,False,962,0.2,0.070754716981132,0.0,0.0,45.4,3.8,1,1,False
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,True,622,0.5,0.0491551459293394,0.0,0.0,43.0,3.333333333333333,0,1,False
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,False,1051,0.4,0.0389610389610389,0.0,1.0,23.666666666666668,4.0,0,1,True
A-bad8c1,Company_34,FinTech,AU,2023-03-01,organic,Basic,7,False,1106,0.2,0.0285714285714285,0.0,0.0,27.0,4.0,0,1,False
A-44dc83,Company_35,EdTech,FR,2024-05-12,other,Basic,5,False,668,0.5,0.0524193548387096,0.0,1.0,40.85714285714285,4.428571428571429,0,1,False
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,False,1034,0.1,0.0824468085106382,0.0,4.0,30.75,4.125,0,1,True
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,625,0.3,0.0723055934515689,0.0,1.0,64.0,4.0,1,1,False
A-854864,Company_38,FinTech,IN,2024-12-07,event,Enterprise,20,False,459,0.2,0.0403225806451612,0.0,0.0,44.2,4.8,0,1,False
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,500,0.4,0.0510046367851622,0.0,2.0,27.2,4.0,1,1,False
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,1042,0.2,0.065155807365439,0.0,0.0,20.0,4.0,0,1,False
A-9077b0,Company_41,HealthTech,US,2024-08-25,ads,Basic,2,False,563,0.3,0.0628803245436105,0.0,1.0,40.333333333333336,4.333333333333333,0,1,False
A-7f8241,Company_42,EdTech,US,2023-03-14,organic,Pro,34,True,1093,0.5,0.0517711171662125,0.0,0.0,36.0,3.0,0,1,False
A-2bc93d,Company_43,HealthTech,US,2023-03-14,event,Basic,14,False,1093,0.3,0.0465465465465465,0.0,1.0,12.0,4.5,0,1,False
A-f3ff05,Company_44,FinTech,IN,2024-07-06,other,Enterprise,2,False,613,0.2,0.0535714285714285,0.0,0.0,42.66666666666666,3.6666666666666665,0,1,False
A-2d4502,Company_45,FinTech,IN,2024-04-29,event,Basic,7,False,681,0.2,0.0408602150537634,0.0,2.0,26.33333333333333,4.666666666666667,0,1,False
A-6a4e2d,Company_46,EdTech,UK,2023-04-07,partner,Pro,9,False,1069,0.5,0.0519262981574539,0.0,0.0,18.5,4.5,1,1,False
A-eb7c38,Company_47,DevTools,AU,2024-02-25,organic,Enterprise,5,False,745,0.1,0.0389610389610389,0.0,2.0,22.4,4.2,1,1,False
A-c37601,Company_48,EdTech,US,2024-10-31,partner,Basic,6,False,496,0.5,0.0429447852760736,0.0,2.0,42.25,3.75,0,1,True
A-3b5cd1,Company_49,FinTech,US,2023-09-12,event,Basic,13,False,911,0.2,0.0458891013384321,0.0,2.0,27.4,4.0,1,1,True
A-b2225d,Company_50,FinTech,US,2024-03-08,ads,Basic,47,True,733,0.2,0.0862068965517241,0.0,0.0,42.0,3.5,1,1,False
A-94f8c9,Company_51,HealthTech,US,2024-03-29,other,Basic,13,False,712,0.3,0.0844504021447721,0.0,2.0,47.333333333333336,4.666666666666667,1,1,False
A-02fac6,Company_52,FinTech,US,2023-04-06,event,Pro,22,False,1070,0.2,0.0661478599221789,0.0,1.0,23.33333333333333,4.0,0,1,False
A-c1dfe1,Company_53,DevTools,DE,2023-08-07,ads,Pro,26,False,947,0.1,0.08,0.0,1.0,50.333333333333336,4.0,1,1,False
A-32728c,Company_54,DevTools,US,2023-01-03,event,Pro,20,True,1163,0.1,0.0526315789473684,0.0,0.0,34.5,3.5,0,1,False
A-4c38bc,Company_55,HealthTech,UK,2024-03-09,event,Basic,36,True,732,0.3,0.0330073349633251,0.0,1.0,48.333333333333336,3.6666666666666665,0,1,False
A-1b707d,Company_56,Cybersecurity,US,2023-07-14,organic,Enterprise,1,False,971,0.4,0.0300751879699248,0.0,0.0,42.66666666666666,4.0,0,1,False
A-6f8ad2,Company_57,EdTech,IN,2024-07-09,organic,Basic,1,False,610,0.5,0.0638528138528138,0.0,1.0,35.25,4.25,1,1,False
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Basic,20,False,567,0.1,0.0524109014675052,0.0,0.0,15.0,4.0,1,1,False
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Basic,9,True,1107,0.3,0.0387243735763098,0.0,0.0,37.0,4.0,1,1,False
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,8,False,556,0.5,0.0672566371681415,0.0,0.0,28.5,4.333333333333333,1,1,True
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Basic,41,False,1043,0.3,0.0538793103448275,0.0,3.0,26.83333333333333,3.6666666666666665,0,1,False
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Enterprise,33,False,531,0.5,0.0745762711864406,0.0,1.0,17.0,3.75,0,1,False
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,5,False,630,0.4,0.0617283950617283,0.0,2.0,30.2,4.4,0,1,True
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Enterprise,46,False,844,0.2,0.0684931506849315,0.0,3.0,39.4,4.0,0,1,False
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,8,False,505,0.4,0.0550918196994991,0.0,0.0,24.2,4.2,1,1,False
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,43,False,696,0.3,0.079646017699115,0.0,1.0,51.4,3.8,0,1,False
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Pro,1,False,615,0.2,0.0587121212121212,0.0,0.0,45.0,4.0,1,1,False
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,18,True,1095,0.2,0.0656565656565656,0.0,0.0,29.5,4.0,0,1,True
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,21,True,609,0.4,0.0361271676300578,0.0,0.0,35.4,4.6,0,1,True
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Basic,15,False,482,0.3,0.0330788804071246,0.0,1.0,15.5,4.0,0,1,False
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,5,False,895,0.5,0.0368509212730318,0.0,1.0,33.5,4.0,1,1,False
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Basic,7,False,887,0.4,0.0788990825688073,0.0,0.0,72.0,4.0,0,1,False
A-9174e0,Company_73,Cybersecurity,US,2024-12-04,partner,Basic,37,False,462,0.4,0.0885341074020319,0.0,1.0,39.0,4.5,0,1,False
A-a1bbb6,Company_74,DevTools,CA,2023-04-05,organic,Basic,1,False,1071,0.1,0.0546448087431694,0.0,1.0,17.666666666666668,4.0,0,1,False
A-c45b23,Company_75,FinTech,UK,2023-12-08,partner,Basic,5,False,824,0.2,0.0516351118760757,0.0,1.0,36.66666666666666,3.6666666666666665,0,1,False
A-02cd81,Company_76,HealthTech,IN,2024-03-28,other,Basic,44,False,713,0.3,0.0409356725146198,0.0,1.0,17.333333333333332,4.333333333333333,0,1,False
A-ee42db,Company_77,EdTech,DE,2023-04-25,ads,Enterprise,13,False,1051,0.5,0.0645792563600782,0.0,1.0,33.75,3.75,1,1,False
A-432483,Company_78,Cybersecurity,US,2023-02-06,ads,Pro,4,False,1129,0.4,0.0620842572062084,0.0,1.0,51.0,4.0,0,1,False
A-9208f0,Company_79,EdTech,US,2023-05-11,organic,Pro,1,True,1035,0.5,0.0576208178438661,0.0,1.0,41.25,3.75,0,1,False
A-98a59a,Company_80,FinTech,UK,2023-08-04,partner,Enterprise,56,False,950,0.2,0.0461538461538461,0.0,1.0,37.333333333333336,4.333333333333333,1,1,False
A-fe79a5,Company_81,HealthTech,IN,2024-02-21,ads,Basic,9,False,749,0.3,0.0507462686567164,0.0,0.0,28.5,4.5,0,1,True
A-726cfa,Company_82,DevTools,US,2023-07-01,partner,Pro,11,False,984,0.1,0.0453172205438066,0.0,0.0,35.666666666666664,4.0,0,1,False
A-c43359,Company_83,FinTech,US,2024-11-16,organic,Pro,38,False,480,0.2,0.0694143167028199,0.0,2.0,26.666666666666668,4.0,1,1,False
A-271f46,Company_84,DevTools,US,2023-02-09,event,Pro,38,True,1126,0.1,0.0428954423592493,0.0,0.0,36.0,4.0,0,1,False
A-157070,Company_85,FinTech,US,2023-11-09,ads,Pro,16,False,853,0.2,0.0373563218390804,0.0,1.0,42.333333333333336,3.6666666666666665,1,1,False
A-40a557,Company_86,Cybersecurity,AU,2023-12-03,partner,Pro,16,False,829,0.4,0.0422885572139303,0.0,3.0,30.571428571428573,3.857142857142857,0,1,True
A-66224b,Company_87,HealthTech,US,2024-10-18,other,Pro,92,False,509,0.3,0.0463258785942492,0.0,2.0,39.833333333333336,3.5,0,1,True
A-91e948,Company_88,EdTech,AU,2023-01-29,partner,Basic,41,False,1137,0.5,0.0396039603960396,0.0,0.0,0.0,0.0,0,1,False
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,False,571,0.4,0.0502283105022831,0.0,0.0,33.2,3.8,0,1,False
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,False,812,0.4,0.0623608017817371,0.0,2.0,35.333333333333336,4.333333333333333,0,1,False
A-faa28c,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,False,771,0.3,0.041025641025641,0.0,2.0,52.25,4.5,0,1,False
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,False,719,0.5,0.0655021834061135,0.0,2.0,42.66666666666666,4.333333333333333,1,1,False
A-3a7284,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,False,479,0.2,0.0492610837438423,0.0,2.0,56.333333333333336,3.6666666666666665,1,1,False
A-3a5ad8,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,False,827,0.3,0.0454545454545454,0.0,3.0,44.75,4.25,1,1,True
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,1,False,858,0.3,0.0567567567567567,0.0,6.0,45.125,4.0,0,1,False
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,True,753,0.4,0.0353982300884955,0.0,0.0,35.5,4.0,1,1,False
A-fabe19,Company_97,DevTools,UK,2024-11-11,ads,Enterprise,1,False,485,0.1,0.0474777448071216,0.0,2.0,40.66666666666666,4.0,0,1,False
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,False,583,0.4,0.0778443113772455,0.0,1.0,47.333333333333336,3.6666666666666665,0,1,False
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,True,872,0.2,0.052892561983471,0.0,1.0,36.55555555555556,4.0,1,1,False
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,495,0.4,0.074074074074074,0.0,2.0,48.75,4.125,0,1,False
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,947,0.3,0.0407166123778501,0.0,1.0,38.285714285714285,3.7142857142857135,1,1,False
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,1079,0.4,0.0652173913043478,0.0,2.0,43.0,4.0,0,1,False
A-69fad4,Company_103,FinTech,UK,2023-04-06,ads,Basic,6,True,1070,0.2,0.058252427184466,0.0,1.0,43.0,3.75,0,1,False
A-9289f6,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,False,1015,0.5,0.0591900311526479,0.0,0.0,37.5,4.166666666666667,0,1,False
A-f19409,Company_105,DevTools,US,2023-03-16,other,Basic,23,True,1091,0.1,0.047040971168437,0.0,1.0,6.333333333333333,4.0,0,1,False
A-22f2df,Company_106,DevTools,US,2024-12-14,ads,Basic,3,False,452,0.1,0.0396270396270396,0.0,2.0,44.8,4.2,1,1,False
A-039727,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,False,494,0.5,0.0416666666666666,0.0,0.0,0.0,0.0,1,1,False
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,941,0.2,0.0597701149425287,0.0,0.0,31.4,3.8,0,1,False
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,False,1114,0.3,0.0595238095238095,0.0,2.0,33.2,4.2,0,1,False
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,True,1029,0.1,0.0547945205479452,0.0,0.0,48.2,3.6,0,1,False
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,841,0.1,0.0676691729323308,0.0,0.0,31.0,3.75,0,1,True
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,604,0.1,0.0408163265306122,0.0,2.0,28.33333333333333,3.6666666666666665,0,1,False
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,900,0.2,0.0431654676258992,0.0,0.0,37.0,4.333333333333333,1,1,False
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,False,669,0.2,0.0651085141903172,0.0,0.0,45.0,4.0,0,1,False
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,True,873,0.2,0.0474383301707779,0.0,1.0,30.33333333333333,4.5,0,1,False
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,False,1083,0.2,0.0824175824175824,0.0,0.0,23.25,4.0,1,1,False
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,True,1009,0.2,0.055646481178396,0.0,1.0,21.2,4.2,1,1,False
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,True,610,0.1,0.0997566909975669,0.0,0.0,29.0,4.0,1,1,False
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,767,0.3,0.0597609561752988,0.0,1.0,33.333333333333336,4.333333333333333,0,1,False
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,776,0.1,0.075046904315197,0.0,0.0,42.5,4.5,1,1,False
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,766,0.1,0.0387096774193548,0.0,2.0,37.8,4.0,0,1,False
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,True,940,0.1,0.0561122244488977,0.0,0.0,36.333333333333336,3.6666666666666665,0,1,False
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,1136,0.1,0.0532959326788218,0.0,1.0,36.333333333333336,4.0,1,1,True
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,True,996,0.1,0.0494037478705281,0.0,0.0,15.333333333333334,4.333333333333333,1,1,False
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,True,1138,0.1,0.0509761388286334,0.0,1.0,28.0,4.0,1,1,False
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,True,507,0.1,0.0555555555555555,0.0,0.0,40.42857142857143,3.857142857142857,0,1,False
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,1114,0.4,0.063953488372093,0.0,0.0,72.0,4.0,0,1,False
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,831,0.4,0.0738636363636363,0.0,2.0,32.5,4.0,0,1,False
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,734,0.4,0.053231939163498,0.0,1.0,42.0,3.5,0,1,False
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,613,0.5,0.0484210526315789,0.0,0.0,13.0,3.0,0,1,False
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,500,0.5,0.0338164251207729,0.0,2.0,26.166666666666668,3.8333333333333335,0,1,False
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,912,0.2,0.04,0.0,2.0,31.25,4.0,1,1,False
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,False,921,0.2,0.0650602409638554,0.0,1.0,36.2,4.2,0,1,True
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,942,0.1,0.0549132947976878,0.0,1.0,32.8,4.2,0,1,False
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,True,545,0.3,0.0528846153846153,0.0,1.0,32.5,3.8333333333333335,1,1,False
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,False,847,0.5,0.0714285714285714,0.0,3.0,22.5,4.25,0,1,True
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,472,0.1,0.0958083832335329,0.0,3.0,33.0,4.142857142857143,1,1,False
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,559,0.2,0.0569230769230769,0.0,1.0,45.333333333333336,4.333333333333333,1,1,False
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,551,0.5,0.0516934046345811,0.0,1.0,28.0,4.25,1,1,False
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,True,810,0.3,0.0656934306569343,0.0,1.0,37.833333333333336,4.5,1,1,False
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,False,647,0.4,0.0644567219152854,0.0,1.0,32.666666666666664,4.333333333333333,1,1,True
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,1057,0.1,0.0533807829181494,0.0,2.0,10.0,3.5,0,1,False
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,False,1009,0.1,0.0573888091822094,0.0,0.0,68.5,3.0,0,1,True
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,889,0.3,0.064516129032258,0.0,2.0,41.0,4.166666666666667,1,1,True
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,False,689,0.1,0.0459558823529411,0.0,1.0,39.2,4.0,1,1,True
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,835,0.2,0.0149253731343283,0.0,2.0,44.66666666666666,4.333333333333333,1,1,True
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,704,0.2,0.0492610837438423,0.0,0.0,47.0,4.0,0,1,False
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,481,0.1,0.0261282660332541,0.0,3.0,24.2,4.2,1,1,False
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,True,979,0.1,0.05,0.0,0.0,64.0,4.0,0,1,False
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,879,0.3,0.0448717948717948,0.0,1.0,22.2,3.8,0,1,False
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,False,1155,0.3,0.0410714285714285,0.0,1.0,46.333333333333336,4.333333333333333,0,1,True
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,True,749,0.1,0.0292397660818713,0.0,2.0,18.33333333333333,4.0,0,1,False
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,False,678,0.1,0.0431372549019607,0.0,1.0,38.5,4.0,1,1,True
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,864,0.2,0.0498442367601246,0.0,1.0,31.5,4.0,1,1,False
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,486,0.3,0.0445402298850574,0.0,1.0,37.333333333333336,4.333333333333333,0,1,False
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,True,813,0.1,0.0714285714285714,0.0,1.0,30.166666666666668,3.8333333333333335,0,1,False
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,False,805,0.1,0.0552268244575936,0.0,2.0,37.25,3.5,1,1,True
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,True,1042,0.2,0.0711920529801324,0.0,0.0,17.0,4.0,1,1,False
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,976,0.2,0.0588235294117647,0.0,1.0,31.714285714285715,3.857142857142857,0,1,False
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,562,0.3,0.0703363914373088,0.0,0.0,41.0,3.5,0,1,False
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,862,0.2,0.1043478260869565,0.0,0.0,36.0,4.0,0,1,False
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,440,0.3,0.0977272727272727,0.0,3.0,38.0,4.285714285714286,0,1,False
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,599,0.4,0.0644490644490644,0.0,1.0,37.5,3.75,0,1,False
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,663,0.5,0.0605381165919282,0.0,0.0,41.0,4.5,0,1,False
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,True,685,0.1,0.0305343511450381,0.0,0.0,50.0,4.0,0,1,False
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,907,0.1,0.0621403912543153,0.0,3.0,43.25,4.25,0,1,False
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,662,0.5,0.0661290322580645,0.0,0.0,49.0,4.0,0,1,False
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,1013,0.3,0.0893371757925072,0.0,0.0,0.0,0.0,0,1,False
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,1044,0.3,0.0573248407643312,0.0,3.0,40.888888888888886,3.7777777777777777,0,1,False
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,532,0.2,0.0578034682080924,0.0,0.0,30.75,3.875,1,1,False
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,712,0.4,0.0605326876513317,0.0,1.0,20.666666666666668,4.333333333333333,0,1,True
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,583,0.3,0.078525641025641,0.0,2.0,17.0,4.0,1,1,False
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,525,0.2,0.0694980694980695,0.0,4.0,40.0,3.2,1,1,False
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,920,0.2,0.07,0.0,1.0,49.2,4.4,0,1,False
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,747,0.1,0.0837209302325581,0.0,0.0,34.0,4.25,0,1,False
