account_id,plan_tier,industry,seats,churn_flag,mrr_amount,nb_subscriptions,duree_abonnement_jours,auto_renew_rate,nb_tickets,satisfaction_score_moyen,nb_tickets_urgents,nb_escalations,usage_count_moyen,nb_features_distinctes,error_count_moyen,a_churne
A-94d3da,Basic,HealthTech,1970-01-01 00:00:00.000000041,False,1889.4166666666667,12,139.0,0.6666666666666666,6.0,,0.0,0.0,9.666666666666666,1,0.5208333333333334,1
A-e351e1,Enterprise,EdTech,1970-01-01 00:00:00.000000033,False,699.6,5,3.0,0.8,4.0,,0.0,0.0,10.172413793103448,1,0.7586206896551724,1
A-9badbd,Enterprise,Cybersecurity,1970-01-01 00:00:00.000000005,False,2498.230769230769,13,17.5,0.7692307692307693,5.0,,0.0,0.0,10.414285714285715,1,0.6428571428571429,0
A-7e0a10,Enterprise,FinTech,1970-01-01 00:00:00.000000046,False,4111.6,10,,0.7,5.0,,0.0,0.0,10.22,1,0.7,1
A-118d55,Basic,Cybersecurity,1970-01-01 00:00:00.000000008,False,1993.25,12,1.0,0.75,5.0,,0.0,0.0,9.983333333333333,1,0.55,1
A-526d93,Basic,HealthTech,1970-01-01 00:00:00.000000043,False,4355.666666666667,9,2.0,0.5555555555555556,5.0,,0.0,0.0,10.089285714285714,1,0.8035714285714286,1
A-f92792,Pro,FinTech,1970-01-01 00:00:00.000000001,False,1343.357142857143,14,,0.5714285714285714,2.0,,0.0,0.0,9.962264150943396,1,0.5849056603773585,1
A-84ebe4,Pro,FinTech,1970-01-01 00:00:00.000000018,True,2544.909090909091,11,160.0,0.9090909090909091,4.0,,0.0,0.0,9.428571428571429,1,0.6190476190476191,1
A-5b4ebb,Basic,Cybersecurity,1970-01-01 00:00:00.000000021,True,2138.6923076923076,13,35.0,0.8461538461538461,5.0,,0.0,0.0,9.885714285714286,1,0.35714285714285715,0
A-2922b6,Basic,HealthTech,1970-01-01 00:00:00.000000015,False,1778.1666666666667,6,11.0,0.8333333333333334,2.0,,0.0,0.0,10.621621621621621,1,0.35135135135135137,1
A-9b9fe9,Basic,EdTech,1970-01-01 00:00:00.000000005,False,1643.75,12,82.0,0.8333333333333334,4.0,,0.0,0.0,10.293103448275861,1,0.3793103448275862,1
A-a8b49c,Basic,Cybersecurity,1970-01-01 00:00:00.000000007,False,963.9166666666666,12,,0.9166666666666666,1.0,,0.0,0.0,10.092592592592593,1,0.7962962962962963,1
A-9174e0,Basic,Cybersecurity,1970-01-01 00:00:00.000000037,False,3598.4,15,7.0,0.8,2.0,,0.0,0.0,9.985507246376812,1,0.8840579710144928,0
A-a1bbb6,Basic,DevTools,1970-01-01 00:00:00.000000001,False,1800.25,8,130.0,0.625,3.0,,0.0,0.0,9.891891891891891,1,0.5405405405405406,0
A-c45b23,Basic,FinTech,1970-01-01 00:00:00.000000005,False,708.6666666666666,12,3.0,0.75,3.0,,0.0,0.0,9.847457627118644,1,0.5084745762711864,1
A-02cd81,Basic,HealthTech,1970-01-01 00:00:00.000000044,False,2354.0,14,35.0,0.7857142857142857,3.0,,0.0,0.0,9.5,1,0.3888888888888889,1
A-ee42db,Enterprise,EdTech,1970-01-01 00:00:00.000000013,False,963.9166666666666,12,,0.9166666666666666,4.0,,0.0,0.0,9.462962962962964,1,0.6111111111111112,1
A-432483,Pro,Cybersecurity,1970-01-01 00:00:00.000000004,False,2868.1111111111113,9,164.66666666666666,0.7777777777777778,1.0,,0.0,0.0,10.022222222222222,1,0.6222222222222222,0
A-9208f0,Pro,EdTech,1970-01-01 00:00:00.000000001,True,438.875,8,187.0,0.875,8.0,,0.0,0.0,10.150943396226415,1,0.5849056603773585,1
A-98a59a,Enterprise,FinTech,1970-01-01 00:00:00.000000056,False,3645.6,10,,0.6,3.0,,0.0,0.0,10.340909090909092,1,0.4772727272727273,1
A-fe79a5,Basic,HealthTech,1970-01-01 00:00:00.000000009,False,1353.2,10,117.0,0.9,4.0,,0.0,0.0,10.151515151515152,1,0.5151515151515151,0
A-726cfa,Pro,DevTools,1970-01-01 00:00:00.000000011,False,1830.6315789473683,19,216.5,0.8421052631578947,3.0,,0.0,0.0,10.13265306122449,1,0.45918367346938777,1
A-c43359,Pro,FinTech,1970-01-01 00:00:00.000000038,False,1539.0,8,17.0,1.0,3.0,,0.0,0.0,9.808510638297872,1,0.6808510638297872,1
A-271f46,Pro,DevTools,1970-01-01 00:00:00.000000038,True,2450.5,8,,1.0,1.0,,0.0,0.0,9.81578947368421,1,0.42105263157894735,1
A-157070,Pro,FinTech,1970-01-01 00:00:00.000000016,False,1719.125,16,80.5,0.875,3.0,,0.0,0.0,9.80281690140845,1,0.36619718309859156,1
A-40a557,Pro,Cybersecurity,1970-01-01 00:00:00.000000016,False,2591.5555555555557,9,5.0,1.0,7.0,,0.0,0.0,10.307692307692308,1,0.4358974358974359,1
A-66224b,Pro,HealthTech,1970-01-01 00:00:00.000000092,False,5765.333333333333,12,8.0,0.75,6.0,,0.0,0.0,10.262295081967213,1,0.47540983606557374,0
A-91e948,Basic,EdTech,1970-01-01 00:00:00.000000041,False,3127.714285714286,7,,1.0,0.0,,0.0,0.0,10.1,1,0.4,0
A-104f1a,Pro,Cybersecurity,1970-01-01 00:00:00.000000024,False,1577.125,8,87.0,0.875,5.0,,0.0,0.0,9.954545454545455,1,0.5,1
A-7988d1,Basic,Cybersecurity,1970-01-01 00:00:00.000000033,False,1188.0,9,49.0,0.7777777777777778,3.0,,0.0,0.0,9.76086956521739,1,0.6086956521739131,1
A-faa28c,Enterprise,HealthTech,1970-01-01 00:00:00.000000048,False,4171.714285714285,14,196.5,0.7857142857142857,4.0,,0.0,0.0,9.915254237288135,1,0.4067796610169492,1
A-f25509,Enterprise,EdTech,1970-01-01 00:00:00.000000032,False,3224.4,5,,0.8,6.0,,0.0,0.0,9.956521739130435,1,0.6521739130434783,1
A-3a7284,Enterprise,FinTech,1970-01-01 00:00:00.000000031,False,2959.9166666666665,12,7.0,0.9166666666666666,3.0,,0.0,0.0,10.15,1,0.5,1
A-3a5ad8,Enterprise,HealthTech,1970-01-01 00:00:00.000000009,False,2207.769230769231,13,,0.8461538461538461,4.0,,0.0,0.0,9.73076923076923,1,0.4423076923076923,0
A-65a46c,Pro,HealthTech,1970-01-01 00:00:00.000000001,False,2834.375,8,48.0,0.875,8.0,,0.0,0.0,9.736842105263158,1,0.5526315789473685,0
A-8b25f2,Pro,Cybersecurity,1970-01-01 00:00:00.000000006,True,1080.6153846153845,13,44.0,1.0,2.0,,0.0,0.0,10.462962962962964,1,0.37037037037037035,0
A-fabe19,Enterprise,DevTools,1970-01-01 00:00:00.000000001,False,2928.1428571428573,7,10.0,0.42857142857142855,3.0,,0.0,0.0,10.212121212121213,1,0.48484848484848486,0
A-adc1f3,Pro,Cybersecurity,1970-01-01 00:00:00.000000002,False,2956.4444444444443,9,12.0,0.7777777777777778,3.0,,0.0,0.0,9.277777777777779,1,0.7222222222222222,0
A-503d5a,Enterprise,FinTech,1970-01-01 00:00:00.000000004,True,1490.3333333333333,12,,0.8333333333333334,9.0,,0.0,0.0,10.254237288135593,1,0.5423728813559322,0
A-fd7ad3,Enterprise,Cybersecurity,1970-01-01 00:00:00.000000001,False,383.1,10,15.0,0.9,8.0,,0.0,0.0,10.125,1,0.75,1
A-186a44,Enterprise,HealthTech,1970-01-01 00:00:00.000000020,False,1499.2142857142858,14,8.0,0.7142857142857143,7.0,,0.0,0.0,10.065573770491802,1,0.4098360655737705,0
A-e888d1,Pro,Cybersecurity,1970-01-01 00:00:00.000000014,False,1240.5454545454545,11,271.0,0.7272727272727273,5.0,,0.0,0.0,10.615384615384615,1,0.6923076923076923,1
A-69fad4,Basic,FinTech,1970-01-01 00:00:00.000000006,True,1245.857142857143,7,178.5,0.8571428571428571,4.0,,0.0,0.0,10.564102564102564,1,0.6153846153846154,1
A-9289f6,Enterprise,EdTech,1970-01-01 00:00:00.000000001,False,1091.3333333333333,12,5.0,0.8333333333333334,6.0,,0.0,0.0,9.441176470588236,1,0.5588235294117647,1
A-f19409,Basic,DevTools,1970-01-01 00:00:00.000000023,True,2844.6666666666665,12,65.0,0.8333333333333334,3.0,,0.0,0.0,10.629032258064516,1,0.5,1
A-22f2df,Basic,DevTools,1970-01-01 00:00:00.000000003,False,827.8888888888889,9,,0.7777777777777778,5.0,,0.0,0.0,10.214285714285714,1,0.40476190476190477,0
A-039727,Pro,EdTech,1970-01-01 00:00:00.000000025,False,2428.0,15,11.0,0.8,0.0,,0.0,0.0,10.378378378378379,1,0.43243243243243246,1
A-2e3bad,Pro,FinTech,1970-01-01 00:00:00.000000061,False,4587.2,10,35.0,0.8,5.0,,0.0,0.0,9.666666666666666,1,0.5777777777777777,1
A-484819,Pro,HealthTech,1970-01-01 00:00:00.000000018,False,2575.5,8,232.0,0.875,5.0,,0.0,0.0,10.181818181818182,1,0.6060606060606061,1
A-425e76,Enterprise,DevTools,1970-01-01 00:00:00.000000008,True,1555.5454545454545,11,75.0,0.9090909090909091,5.0,,0.0,0.0,9.125,1,0.5,1
A-e83938,Pro,DevTools,1970-01-01 00:00:00.000000002,True,937.875,8,,0.75,4.0,,0.0,0.0,8.580645161290322,1,0.5806451612903226,1
A-ad296b,Pro,DevTools,1970-01-01 00:00:00.000000038,False,3071.6666666666665,6,4.0,1.0,3.0,,0.0,0.0,9.483870967741936,1,0.3870967741935484,0
A-e51ec7,Enterprise,FinTech,1970-01-01 00:00:00.000000002,False,3009.5,8,27.0,0.75,3.0,,0.0,0.0,10.425,1,0.45,1
A-0aaf6e,Enterprise,FinTech,1970-01-01 00:00:00.000000003,False,2676.0,9,8.0,0.6666666666666666,5.0,,0.0,0.0,10.508771929824562,1,0.6842105263157895,0
A-e61e98,Enterprise,FinTech,1970-01-01 00:00:00.000000019,True,1498.2222222222222,9,,0.7777777777777778,6.0,,0.0,0.0,9.410714285714286,1,0.44642857142857145,1
A-92a333,Enterprise,FinTech,1970-01-01 00:00:00.000000009,False,1776.5,6,,1.0,4.0,,0.0,0.0,10.11111111111111,1,0.8333333333333334,0
A-95b24a,Pro,FinTech,1970-01-01 00:00:00.000000038,True,2275.818181818182,11,,0.6363636363636364,5.0,,0.0,0.0,9.85483870967742,1,0.5483870967741935,0
A-42e5e1,Pro,DevTools,1970-01-01 00:00:00.000000001,True,1273.7142857142858,7,13.0,0.8571428571428571,3.0,,0.0,0.0,10.024390243902438,1,1.0,1
A-7d514c,Enterprise,HealthTech,1970-01-01 00:00:00.000000017,False,2697.1111111111113,9,134.0,0.8888888888888888,3.0,,0.0,0.0,10.458333333333334,1,0.625,0
A-65aeb5,Pro,DevTools,1970-01-01 00:00:00.000000009,False,2866.0,12,115.66666666666667,0.75,2.0,,0.0,0.0,9.690909090909091,1,0.7272727272727273,1
A-e2cd1b,Enterprise,DevTools,1970-01-01 00:00:00.000000015,False,1394.2222222222222,9,,1.0,5.0,,0.0,0.0,9.489795918367347,1,0.3673469387755102,0
A-180abf,Pro,DevTools,1970-01-01 00:00:00.000000064,True,4145.777777777777,9,72.0,0.7777777777777778,3.0,,0.0,0.0,10.395833333333334,1,0.5833333333333334,1
A-f17767,Enterprise,DevTools,1970-01-01 00:00:00.000000001,True,1152.7857142857142,14,108.0,0.9285714285714286,3.0,,0.0,0.0,10.333333333333334,1,0.5507246376811594,1
A-5a184f,Enterprise,DevTools,1970-01-01 00:00:00.000000001,True,2068.3,10,37.0,1.0,3.0,,0.0,0.0,10.298245614035087,1,0.5087719298245614,1
A-7df7a7,Basic,DevTools,1970-01-01 00:00:00.000000007,True,1943.6666666666667,15,93.0,0.8,3.0,,0.0,0.0,10.131868131868131,1,0.5164835164835165,1
A-1ac5e0,Basic,DevTools,1970-01-01 00:00:00.000000033,True,1824.9,10,,0.5,7.0,,0.0,0.0,9.964285714285714,1,0.5535714285714286,0
A-52dd88,Pro,Cybersecurity,1970-01-01 00:00:00.000000023,False,1508.3636363636363,11,,0.6363636363636364,1.0,,0.0,0.0,10.32,1,0.66,0
A-bece89,Pro,Cybersecurity,1970-01-01 00:00:00.000000026,False,3208.3333333333335,6,,0.6666666666666666,4.0,,0.0,0.0,9.263157894736842,1,0.6842105263157895,1
A-029f69,Basic,Cybersecurity,1970-01-01 00:00:00.000000003,False,914.875,16,20.0,0.625,2.0,,0.0,0.0,9.392857142857142,1,0.5,1
A-5c046d,Basic,EdTech,1970-01-01 00:00:00.000000093,False,10485.75,8,,0.75,1.0,,0.0,0.0,10.326086956521738,1,0.5,0
A-fb186e,Basic,EdTech,1970-01-01 00:00:00.000000029,False,1923.6666666666667,3,,0.6666666666666666,6.0,,0.0,0.0,10.35,1,0.35,0
A-ae052e,Basic,FinTech,1970-01-01 00:00:00.000000039,False,1282.1666666666667,6,112.33333333333333,1.0,4.0,,0.0,0.0,10.344827586206897,1,0.41379310344827586,1
A-9f9299,Enterprise,FinTech,1970-01-01 00:00:00.000000028,False,2826.866666666667,15,183.0,0.6,5.0,,0.0,0.0,9.764705882352942,1,0.6352941176470588,1
A-96e141,Basic,DevTools,1970-01-01 00:00:00.000000014,False,2209.714285714286,7,12.0,1.0,5.0,,0.0,0.0,9.61111111111111,1,0.5277777777777778,1
A-117171,Basic,HealthTech,1970-01-01 00:00:00.000000045,True,2403.0,5,3.0,1.0,6.0,,0.0,0.0,9.904761904761905,1,0.5238095238095238,1
A-313be3,Enterprise,EdTech,1970-01-01 00:00:00.000000047,False,1727.8181818181818,11,,0.7272727272727273,4.0,,0.0,0.0,9.824561403508772,1,0.7017543859649122,1
A-671f31,Basic,DevTools,1970-01-01 00:00:00.000000059,False,5064.166666666667,6,,0.8333333333333334,7.0,,0.0,0.0,9.823529411764707,1,0.9411764705882353,0
A-bbc346,Enterprise,FinTech,1970-01-01 00:00:00.000000019,False,2547.846153846154,13,39.0,0.8461538461538461,3.0,,0.0,0.0,10.483870967741936,1,0.5967741935483871,1
A-c16101,Basic,EdTech,1970-01-01 00:00:00.000000007,False,1242.2,10,,0.9,4.0,,0.0,0.0,10.2,1,0.5272727272727272,1
A-50f3f7,Basic,HealthTech,1970-01-01 00:00:00.000000031,True,2938.4666666666667,15,,0.8666666666666667,6.0,,0.0,0.0,9.51388888888889,1,0.625,0
A-7da956,Pro,Cybersecurity,1970-01-01 00:00:00.000000013,False,913.5833333333334,12,67.5,0.9166666666666666,3.0,,0.0,0.0,10.647058823529411,1,0.6862745098039216,0
A-019782,Enterprise,DevTools,1970-01-01 00:00:00.000000011,False,928.1111111111111,9,100.0,0.6666666666666666,2.0,,0.0,0.0,10.218181818181819,1,0.5454545454545454,0
A-df10db,Enterprise,DevTools,1970-01-01 00:00:00.000000002,False,1066.3636363636363,11,466.0,0.8181818181818182,2.0,,0.0,0.0,10.890625,1,0.625,1
A-3932db,Pro,HealthTech,1970-01-01 00:00:00.000000019,True,1565.2222222222222,9,17.0,1.0,6.0,,0.0,0.0,9.434782608695652,1,0.6086956521739131,0
A-4f18f0,Pro,DevTools,1970-01-01 00:00:00.000000024,False,2522.0,12,54.0,0.75,5.0,,0.0,0.0,9.543859649122806,1,0.43859649122807015,1
A-4c6f11,Pro,FinTech,1970-01-01 00:00:00.000000024,True,1517.2,5,,0.6,3.0,,0.0,0.0,11.166666666666666,1,0.16666666666666666,1
A-8ae05d,Enterprise,FinTech,1970-01-01 00:00:00.000000086,False,3747.1428571428573,7,31.0,0.7142857142857143,1.0,,0.0,0.0,10.15,1,0.5,1
A-b78bf8,Pro,DevTools,1970-01-01 00:00:00.000000033,False,2802.875,8,,1.0,5.0,,0.0,0.0,10.023809523809524,1,0.2619047619047619,1
A-eafc6e,Pro,DevTools,1970-01-01 00:00:00.000000027,True,2318.4285714285716,7,,0.8571428571428571,1.0,,0.0,0.0,9.375,1,0.46875,1
A-37f969,Enterprise,HealthTech,1970-01-01 00:00:00.000000030,False,2869.875,8,,0.75,5.0,,0.0,0.0,9.75,1,0.4375,1
A-10b8f2,Basic,HealthTech,1970-01-01 00:00:00.000000047,False,2559.9166666666665,12,,0.6666666666666666,3.0,,0.0,0.0,10.0,1,0.4107142857142857,1
A-439b2f,Enterprise,DevTools,1970-01-01 00:00:00.000000001,True,299.3333333333333,6,32.0,0.8333333333333334,3.0,,0.0,0.0,8.55,1,0.25,1
A-544d0a,Basic,DevTools,1970-01-01 00:00:00.000000002,False,1849.2,10,,0.7,2.0,,0.0,0.0,10.851063829787234,1,0.46808510638297873,0
A-ba6516,Pro,FinTech,1970-01-01 00:00:00.000000027,False,2183.0,13,,0.7692307692307693,6.0,,0.0,0.0,10.7,1,0.5333333333333333,1
A-712426,Enterprise,HealthTech,1970-01-01 00:00:00.000000009,False,746.4666666666667,15,15.0,1.0,6.0,,0.0,0.0,9.942857142857143,1,0.44285714285714284,1
