account_id,churn_score,risk_level
A-2d1036,0.5678721309671358,medium
A-eb7fac,0.5675550240762497,medium
A-86cdb4,0.5645692888902177,medium
A-bbe56f,0.563666526529034,medium
A-05d3b3,0.5615151055638026,medium
A-94d3da,0.5599005093242919,medium
A-3b37d9,0.5597267840440823,medium
A-dec005,0.5584580283926001,medium
A-7988d1,0.5573622876008976,medium
A-eafc6e,0.5572431793388984,medium
A-034368,0.5566744642100778,medium
A-0aaf6e,0.5547240360274983,medium
A-117171,0.554685070884524,medium
A-f3ff05,0.554607901877882,medium
A-7f29a7,0.550733981914372,medium
A-7c5768,0.5490502261917513,medium
A-02cd81,0.5490382216572396,medium
A-68f37c,0.5487426717846289,medium
A-a1bbb6,0.5475976854230031,medium
A-ad3abd,0.5463994666395081,medium
A-922109,0.5450852113689576,medium
A-712f1c,0.5445972214349527,medium
A-6e08f3,0.5444899802735198,medium
A-3932db,0.5432770137053169,medium
A-f92792,0.5427127280132088,medium
A-40de06,0.5426724068931605,medium
A-463db0,0.541881328236545,medium
A-9ee962,0.5418632630341769,medium
A-78f02b,0.5392402525091224,medium
A-854864,0.538553240624876,medium
A-726cfa,0.5365399272026217,medium
A-a7bd4b,0.5360504296871839,medium
A-503d5a,0.5342823232355013,medium
A-bcf87c,0.5329976077773716,medium
A-075038,0.5320937792511135,medium
A-2ebb4b,0.5308415345484331,medium
A-94c3cd,0.5299081612834633,medium
A-977ca0,0.5293994097390422,medium
A-bb3bd4,0.5288497397359386,medium
A-cc1d8d,0.5274675899517363,medium
A-157070,0.5274394148587356,medium
A-692f18,0.5274132831790795,medium
A-7c6b6b,0.5234771444642715,medium
A-e888d1,0.5229095050821437,medium
A-22f2df,0.5221362895156992,medium
A-856b1e,0.5213018284874255,medium
A-7920cc,0.5212026696469187,medium
A-8ae3fc,0.5204138604902094,medium
A-474ad4,0.5203217757892422,medium
A-b7724f,0.5201313519092063,medium
A-4814a3,0.5188542876625577,medium
A-55f257,0.5182865714036278,medium
A-66224b,0.5150847323103385,medium
A-f25509,0.5144890424366976,medium
A-6f50ae,0.5136494280478004,medium
A-10b8da,0.5112652527545046,medium
A-3ce5b8,0.510005691136934,medium
A-c7e58b,0.509816384729365,medium
A-d4ac0e,0.5085736833557423,medium
A-7d514c,0.5079485956354791,medium
A-779e4e,0.5076241008166962,medium
A-7641d3,0.507557637958977,medium
A-c16b88,0.5071855417878743,medium
A-4d1e75,0.5066840385460288,medium
A-49b828,0.506343639760408,medium
A-86902e,0.5047996372182494,medium
A-029f69,0.5047692057768085,medium
A-f45426,0.5033094640768043,medium
A-d42431,0.5025238911605291,medium
A-1b7577,0.5015212421038124,medium
A-883b7d,0.5014359070341501,medium
A-af0cd2,0.49944127207251215,medium
A-3a5ad8,0.49889667155438516,medium
A-d5a319,0.4982780494293445,medium
A-2d4502,0.49749430664426236,medium
A-5b051a,0.49687727957303135,medium
A-ff79f2,0.49513069191815595,medium
A-bc4d48,0.4946245906892695,medium
A-702032,0.4942316893336446,medium
A-42b791,0.4941399457624493,medium
A-17939a,0.4940878817676036,medium
A-cc102e,0.4916620536244757,medium
A-104f1a,0.49157286208485484,medium
A-ce550d,0.49082771389945185,medium
A-a45270,0.48975768213829074,medium
A-b9eed8,0.4896319554509712,medium
A-34ea2f,0.4894834217292275,medium
A-c7ffc2,0.4889247046932042,medium
A-0e966d,0.48890493296473453,medium
A-dcc2f0,0.48400790341502337,medium
A-37f969,0.4839624233125874,medium
A-2789e3,0.4833245297346026,medium
A-526d93,0.4833154433985512,medium
A-b07346,0.48311634639667483,medium
A-484819,0.4827910008071927,medium
A-69fad4,0.4826740937941034,medium
A-443f6f,0.4816623514228112,medium
A-592832,0.481652357660981,medium
A-e351e1,0.48126137836688726,medium
A-b9f5b1,0.48058076763851737,medium
A-0532a9,0.4799864337011214,medium
A-e89151,0.47899478155807246,medium
A-9289f6,0.47895064088731737,medium
A-acb7f7,0.47791658962078026,medium
A-9c18c4,0.47773399362193425,medium
A-ac14bb,0.47717816419824177,medium
A-67be94,0.4763871541595249,medium
A-82861f,0.4734269271213956,medium
A-4437e4,0.4731629953476602,medium
A-bece89,0.4731020529225838,medium
A-8b25f2,0.46999940133891516,medium
A-09540c,0.46967017996085103,medium
A-1b707d,0.4691101322830992,medium
A-9affe6,0.46851927051097664,medium
A-d82ef9,0.46769687407031013,medium
A-96e141,0.4672610007020656,medium
A-4c56c9,0.46664777053335327,medium
A-58b9ff,0.46575990643482784,medium
A-b2225d,0.4651380800007823,medium
A-ad64c6,0.4649746449413584,medium
A-c222ab,0.46358665944384464,medium
A-443b7c,0.4624959231322614,medium
A-2922b6,0.4612509651349551,medium
A-69b156,0.459545319642893,medium
A-9bfc9f,0.4594705316877009,medium
A-4e44e8,0.45676141403129866,medium
A-4ef964,0.45671548757277414,medium
A-0354fe,0.4558933243027937,medium
A-bb1486,0.45535744032376735,medium
A-202b67,0.45439820135107173,medium
A-c45b23,0.45431622446303943,medium
A-a0ca4e,0.4540710057212858,medium
A-ffdfd5,0.4520448213263771,medium
A-9f0b68,0.4509865329710233,medium
A-a09355,0.45084029508862844,medium
A-0f6450,0.45050689679474204,medium
A-e98302,0.4501970948839992,medium
A-f44180,0.44965270820753594,medium
A-86fc1d,0.44917695380731093,medium
A-94f8c9,0.4478838725584094,medium
A-eb1312,0.44776455944234234,medium
A-4c6f11,0.4461023123279602,medium
A-40906c,0.4452191411960968,medium
A-558c72,0.4428627211140787,medium
A-c37cab,0.4425771000170343,medium
A-a1b80b,0.4413174973927773,medium
A-76fa4d,0.44034534507747086,medium
A-8bde0c,0.439709363851855,medium
A-313be3,0.43856777321938184,medium
A-684255,0.4367044700788366,medium
A-fd7ad3,0.436263397497482,medium
A-9208f0,0.43622718652313114,medium
A-ad296b,0.43563257793610244,medium
A-1e1b80,0.43467308433867713,medium
A-ccabf0,0.432315617021938,medium
A-ee42db,0.42963787806529014,medium
A-87aa7b,0.428690961984613,medium
A-fdfc91,0.4285295071586736,medium
A-31ab9a,0.42822435445413126,medium
A-ce66f8,0.4253058187278057,medium
A-d77f4c,0.4244080044470137,medium
A-e693b6,0.42433420344918177,medium
A-30b4ca,0.4232751694889973,medium
A-9077b0,0.42266515010046374,medium
A-7f8241,0.42076370678555103,medium
A-ef84cf,0.4207365493018407,medium
A-ab438f,0.4203211485504349,medium
A-2b9d3e,0.4199890356430147,medium
A-cc8c8f,0.41978296089407957,medium
A-bbc346,0.41922600640110147,medium
A-e40f45,0.41776878884952684,medium
A-4e0e85,0.41713986216077087,medium
A-53f4e3,0.41709029708861517,medium
A-751c58,0.4164685367217276,medium
A-ba6516,0.41559134610454107,medium
A-e3bd71,0.41521656448023814,medium
A-35083d,0.4142364553950169,medium
A-a6d261,0.41314224139890265,medium
A-c62e55,0.41188405711292614,medium
A-8e47ca,0.41162793296707423,medium
A-fda07f,0.4104542805085214,medium
A-7dacce,0.409364610661607,medium
A-bd4513,0.4088022523228029,medium
A-8ed5dd,0.4084300587342682,medium
A-ffc04f,0.407854279950286,medium
A-342303,0.4030386723916371,medium
A-6f8ad2,0.40047747901049563,medium
A-7e0a10,0.400198521501648,medium
A-6da850,0.3984534394909883,low
A-81edc3,0.39762825616462494,low
A-a33200,0.39720166946763275,low
A-dbc825,0.3966664590056444,low
A-18793f,0.39621452612659347,low
A-b3fe05,0.3954431124930867,low
A-158f4e,0.3953048460018636,low
A-3a7284,0.39516252818789366,low
A-6a7c9d,0.39467458687783974,low
A-6dee43,0.3943705239764493,low
A-fd9422,0.39284454551310655,low
A-bcbe98,0.39158105938185483,low
A-ae052e,0.3900741960571303,low
A-1986ca,0.3874506874864755,low
A-0be015,0.38722484425739134,low
A-432483,0.3868451860082681,low
A-fabe19,0.3856696178523322,low
A-c43359,0.38527147673878515,low
A-b54c01,0.3841816702359145,low
A-cbbe12,0.38183334031752386,low
A-afa505,0.38091510066833145,low
A-2e4581,0.3807794949331336,low
A-781cc0,0.37942186116593196,low
A-462d45,0.37762140018533863,low
A-54ecc2,0.37653112791921883,low
A-f1f639,0.3754027027250578,low
A-7c83a1,0.3753799531833538,low
A-00bed1,0.3720278406276171,low
A-aa9511,0.37174253894320697,low
A-a8b49c,0.37144498487202665,low
A-f51f16,0.36972643843208297,low
A-00cac8,0.366597842774964,low
A-b48f73,0.3664624733627067,low
A-4a267b,0.3663330030295035,low
A-c42f1f,0.36611571648650093,low
A-378b99,0.3647423283776482,low
A-d26ab4,0.36438039967862695,low
A-3cc791,0.3635860011477596,low
A-bf7919,0.3627801439756433,low
A-1f559b,0.36124024332626065,low
A-faa28c,0.35779000567549346,low
A-98a59a,0.3572909814934758,low
A-c37601,0.3569690431584459,low
A-297a2d,0.3565937497389917,low
A-5c046d,0.35655886585942187,low
A-9174e0,0.3557285413206551,low
A-65aeb5,0.35269325926913064,low
A-5fe118,0.35078034570077266,low
A-91e948,0.3505209777271306,low
A-6a4e2d,0.3487862644060148,low
A-05f0e5,0.34736199126950373,low
A-89ee83,0.3451935414370768,low
A-016043,0.3450452127204444,low
A-2446e3,0.34486217257276125,low
A-71615e,0.3438242675990378,low
A-f5641b,0.343781232137257,low
A-6843f2,0.3430950463512764,low
A-c16101,0.34264060347723313,low
A-52dd88,0.34190649430412584,low
A-5a215a,0.3414890624374184,low
A-5b1bcd,0.3400819990794258,low
A-241e75,0.3376317911817746,low
A-396e5f,0.3365302598500049,low
A-337bc1,0.33222121035408436,low
A-b179bf,0.33151589597524034,low
A-fa3095,0.3304219256886409,low
A-e4bf56,0.3273226076298089,low
A-ff3c73,0.3269595910487826,low
A-c70870,0.32685464542643494,low
A-417d2f,0.32513707294711214,low
A-8ae05d,0.3228993340659776,low
A-dfbd31,0.320766804722499,low
A-51ec1b,0.3204133413834291,low
A-e60f9d,0.31873226340765043,low
A-5247b3,0.3171540362198563,low
A-089363,0.31701914663294717,low
A-560d27,0.31598271039094616,low
A-92a3af,0.3141815372732187,low
A-940b8b,0.31311300226874655,low
A-5f2961,0.30716237717578904,low
A-82d8a6,0.3047783258147518,low
A-712533,0.3043438140256791,low
A-0baac2,0.3035323002402034,low
A-80eeb6,0.2983643423294488,low
A-9a532a,0.2957124700311324,low
A-9779ad,0.29334864664198645,low
A-c1e51e,0.2931912691901212,low
A-e19ff6,0.29035555555210424,low
A-508199,0.28831967120283364,low
A-0cc442,0.2878849644158858,low
A-8145a0,0.28584053312142355,low
A-328bd0,0.2832505276019653,low
A-39b19f,0.28279543808843427,low
A-a865bd,0.28056693786766546,low
A-956988,0.2764429127585194,low
A-118d55,0.27642510626143474,low
A-2e3bad,0.27429288212716735,low
A-44dc83,0.27349486157996306,low
A-3793ee,0.2713017906584868,low
A-eb2fdc,0.27129759921989366,low
A-1d5444,0.2709683461859492,low
A-149a69,0.2703765148456381,low
A-b7ef83,0.26819065918479146,low
A-fb186e,0.26481521997237123,low
A-50bb9f,0.25915475667574606,low
A-0f7d77,0.2589245301979195,low
A-855a48,0.2576039021413932,low
A-bad8c1,0.25619253670654624,low
A-b2af2e,0.2558232190060943,low
A-20736a,0.2499410361866067,low
A-e51ec7,0.24895551151138734,low
A-39ddf4,0.2481636093386991,low
A-b20d99,0.2468535021933066,low
A-524364,0.2442343742925073,low
A-e7beab,0.2432476775075501,low
A-751bd4,0.24284944314243526,low
A-1b9609,0.24204462877341554,low
A-9123ac,0.2418203129283365,low
A-0a62f5,0.2404602760071192,low
A-0651a4,0.24015074102126988,low
A-d27f50,0.2384710025575274,low
A-cdf020,0.2364944617341675,low
A-c9bb3e,0.23540226197092462,low
A-1e6fc3,0.2345503128529785,low
A-e1462e,0.23371497686465095,low
A-9b9fe9,0.23228203816342635,low
A-e5d6ab,0.23220148054794434,low
A-adc1f3,0.2300877758152856,low
A-ed510f,0.21987039936645034,low
A-533452,0.21735216650053524,low
A-df1e44,0.2173519251895536,low
A-902ef7,0.2163403218277282,low
A-e4144b,0.2118945020181325,low
A-5c9849,0.21136584969037633,low
A-a8d89d,0.2109774017265027,low
A-fce879,0.2049965793836426,low
A-40a557,0.20253022577888127,low
A-96bbc6,0.20166928857752667,low
A-bb1eaa,0.19349507314660333,low
A-eb7c38,0.19276439185456826,low
A-d40bf7,0.1922839611119327,low
A-b44e3e,0.1919950311442922,low
A-d62e02,0.19175432008205245,low
A-054577,0.1914229033199188,low
A-39868b,0.1844174606201983,low
A-ac85cd,0.17394259898096553,low
A-c58f49,0.17203184829722942,low
A-625d0b,0.166297728397675,low
A-56962b,0.16473016476127403,low
A-5ed98d,0.1602928345861631,low
A-e43bf7,0.1587951197327707,low
A-d4e0d4,0.15392254065971736,low
A-700ade,0.1437073675793108,low
A-09316c,0.14002988014849002,low
A-e36807,0.13919693085328375,low
A-34d880,0.13813434379618048,low
A-039727,0.13011765074481382,low
A-90a8c8,0.10620474849939941,low
A-118f1c,0.10448385002588786,low
A-1f0636,0.0835383445236889,low
A-3d957b,0.0281470663845247,low
A-13466a,0.0059782225019506564,low
A-f19b24,0.0039842363499234795,low
A-354f12,0.00012695353663956592,low
A-e08cd3,6.720866447275797e-05,low
